Product Description,Type,Score
"Prosthesis, knee, patello/femorotibial, semi-constrained, uncemented, porous, coated, polymer/metal/polymer.",Other,0.584372878074646
"Thyroglobulin Antibody (TgAB) Calibrator - Product Usage:  intended for IN VITRO DIAGNOSTIC USE ONLY for the quantitative measurement of anti-thyroglobulin antibodies (TgAb) in human serum on specific TOSOH AIA System analyzers. Measurements obtained by this device aid in the diagnosis of autoimmune thyroid disorders, such as Graves",Blood Pumps,0.7452011108398438
ExacTrac Dynamic (Medical Charged-Particle Radiation Therapy System).,Infusion Pumps,0.7013447880744934
"SUNSTAR G.U.M. HYDRAL DRY MOUTH RELIEF On-the-go Oral Spray, 2 FL.OZ. UPC0 70942 30713 0 - Product Usage: The device is formulated with water, moisturizers /humectants including one plant-based moisture rich humectant, sweeteners and flavors that collectively have lubricating, moisturizing, soothing, and refreshing properties to help relieve and manage the symptoms of dry mouth.",Blood Pumps,0.6984032392501831
"Anesthesia gas-machine - Product Usage: intended for use in administering anesthesia while controlling the entire ventilation of patients with no ability to breathe, as well as in supporting patients with limited ability to breathe.",Anesthesia Equipment,1.0
VentStar Anesthesia (N) 180 - Drager Breathing Circuits/Anesthesia Sets Order Number: MP00333 - Product Usage: Breathing circuit for conduction of respiratory gases between anesthesia machine or ventilator and patient. Intended for single use only.,Anesthesia Equipment,1.0
VentStar Basic (N) 180- Drager Breathing Circuits/Anesthesia Sets Order Number: MP00353 - Product Usage: Breathing circuit for conduction of respiratory gases between anesthesia machine or ventilator and patient. Intended for single use only.,Anesthesia Equipment,1.0
VentStar Watertrap (N) 180-Drager Breathing Circuits/Anesthesia Sets Order Number: MP00363 - Product Usage: Breathing circuit for conduction of respiratory gases between anesthesia machine or ventilator and patient. Intended for single use only.,Anesthesia Equipment,1.0
ID Circuit Basic (N) 180-Drager Breathing Circuits/Anesthesia Sets Order Number:  MP01327 - Product Usage: Breathing circuit for conduction of respiratory gases between anesthesia machine or ventilator and patient. Intended for single use only.,Anesthesia Equipment,1.0
"Methamphetamine Intercept Microplate kit EIA - IVD qualitative determination of methamphetamine in oral fluid, PN 11041C.
",Other,0.554316520690918
"ACIST Kodama Intravascular Ultrasound Catheter 

The Kodama Intravascular Ultrasound Catheter is a component of the ACIST HDi System. The ACIST HDi System is intended to be used for ultrasound examination of coronary and peripheral intravascular pathology. Intravascular ultrasound imaging is indicated in patients who are candidates for transluminal interventional procedures. The ACIST Kodama Intravascular Ultrasound Catheter is intended for use with the ACIST HDi System.",Imaging/Radiology Systems,1.0
"Captivator Single-Use Polypectomy Snares, Captiflex Single-Use Polypectomy Snares.  

Outer box UPN, Inner Pouch UPN:  
M00561311 (Box 10), M00561310
M00562301 (Box 10), M00562300;  
M00562321 (Box 10),  M00562320;  
M00562341 (Box 10),  M00562340;  
M00562451 (Box 10),  M00562450;  
M00562401 (Box 10), M00562400;  
M00562402 (Box 40), M00562400;  
M00562422 (Box 40), M00562420;  
M00562471 (Box 10), M00562470.
",Anesthesia Equipment,0.6844601631164551
"Captivator II Single-Use Polypectomy Snares 

Outer box UPN, Inner Pouch UPN:  
M00561191 (Box 10), M00561190;  
M00561221 (Box 10), M00561220;  
M00561222 (Box 20), M00561220;  
M00561223 (Box 40), M00561220;  
M00561233 (Box 40), M00561230.",Anesthesia Equipment,0.683167040348053
"Captivator/Captiflex/Sensation Short Throw Single-Use Polypectomy Snares

Outer box UPN, Inner pouch UPN:  
M00560311 (Box 5), M00560310;  
M00560321 (Box 5), M00560320; 
M00562651 (Box 5), M00562650;  
M00562652 (Box 20), M00562650;  
M00562671 (Box 5), M00562670;  
M00562672 (Box 20), M00562670;  
M00562673 (Box 40), M00562670;  
M00562691 (Box 5); M00562690;  
M00562692 (Box 20), M00562690;  
M00562693 (Box 40), M00562690.",Anesthesia Equipment,0.7516893148422241
"Sensis / Sensis Vibe systems with software version VD12 and equipped with HP Flex Pro-C PC.  Diagnostic and administrative tool supporting hemodynamic catheterizations and/or electrophysiology studies
Model Numbers:
Sensis Vibe Hemo 11007641
Sensis Vibe Combo 11007642
Sensis 10764561
Postprocessing Workstation 6648161
SIS Server 6648153
",Catheters,1.0
"Barco MDNC-3421 DISPLAY, DIAGNOSTIC RADIOLOGY",Imaging/Radiology Systems,1.0
"TECNIS Toric 1-Piece IOL, Model Number: ZCT150 +23.5D SE 1.50D CYL - Product Usage: intended to be placed in the capsular bag.",Cardiac Assist Devices,0.6297482252120972
"Band, Elastic, Orthodontic - Product Usage: Orthodontic elastics, also referred to as rubber bands, are small stretchy loops of rubber that help move teeth into proper alignment during orthodontic treatment. Their purpose is to create additional force for tooth movement in any of the three dimensions that is more difficult using braces alone.",Anesthesia Equipment,0.729909360408783
"WMTS Telemetry Receiver, Multiple Patient Receiver,  Model Number/ UDI:
ORG 9100A/ 00841983102554
ORG 9110A/ 00841983102561
ORG 9700A/No UDI
",Other,0.4726041257381439
"Various reprocessed products: 
PROVISION, Reprocessed Smith and Nephew Arthroscopic Shavers, STERILE EO; 
PROVISION Reprocessed Depy Mitek Ablation Electrodes, VAPR COOLPULSE 90 deg;
PROVISION Reprocessed Smith and Nephew Trocars/ Cannulas (Class I);
PROVISION Reprocessed Conmed/ Linvatec Suture Retrievers/ Passers C6387
See updated product list attached for details.
",Blood Pumps,0.6260485053062439
"Digitial Medica X-ray Imagining System, Model: uDR 596i, RX, CE0123, UDI:(01) 06971576833023 - Product Usage: intended to used by a qualified/trained doctor or technician on both adult and pediatric subjects for taking diagnostic radiographic exposures of the skull, spinal column, chest, abdomen, extremities, limbs and trunk. Not for mammography.",Blood Pumps,0.6885648369789124
"Gram-Negative Bacteria And Associated Resistance Markers;
Film Array Blood Culture Identification (BCID); Film Array BCID Panel - Product Usage: intended for use with FilmArray systems.
Part No: RFIT-ASY-0126 / UDI: 00815381020086 
Part No: RFIT-ASY-0127 / UDI: 00815381020093
IVD, Rx Only",Anesthesia Equipment,0.6627068519592285
"BioFire BCID2 Panel; IVD, Rx Only Part No: RFIT-ASY-0147 / UDI: 00815381020338 - Product Usage: intended for use with FilmArray systems.

",Anesthesia Equipment,0.6561235785484314
"HAMILTON HEATER SHAKER, 115 VAC/ 230 VAC, 750 VA, Power Consumption 41V/ 100W (max.), Relative Humidity 15% - 85% no condensation. REF 19903400",Blood Pumps,0.6048364639282227
"Velocity Disposable Bipolar Ablators - Product Usage: intended to be used for cutting, vaporization, and coagulation of soft tissue during arthroscopic surgical procedures.",Blood Pumps,0.7210030555725098
"HNM Disposable Bipolar Ablators - Product Usage: intended to be used for cutting, vaporization, and coagulation of soft tissue during arthroscopic surgical procedures.",Blood Pumps,0.7198700904846191
"ConMed Disposable Bipolar Ablators - Product Usage: intended to be used for cutting, vaporization, and coagulation of soft tissue during arthroscopic surgical procedures.",Blood Pumps,0.7207543849945068
"Milex Gellhorn Flexible under the following labels:  1) Gellhorn Flexible w/Short Stem Pessary, REF MXKPGSS2-1/4, 2-1/4"" (57 mm) with Kit, 2) Gellhorn Flexible w/Short Stem Pessary, REF MXPGSS2-1/4, 2-1/4"" (57 mm) without Kit, 3) Gellhorn Flexible w/Short Stem Pessary, REF MXPGSS2-3/4, 2-3/4"" (70 mm)",Anesthesia Equipment,0.7073661088943481
"The PrisMax System Version II Hemodialysis Delivery System: Automatic Repositioning System Pump Assembly, specifically tubing, Model Numbers:
a) 955626
b) 955558
c)  955701
PrisMax V2 Preventive Maintenance Kit, Product Code SC616
ARPS PUMP, Product Code SC6035
ARPS Pump Assembly, Product Code SC6053
 
",Infusion Pumps,0.6848269104957581
Infusion Pump,Infusion Pumps,1.0
OT1000 Series Orthopedic Surgical Tables,Trachea Devices,0.7181054949760437
"ConMed 50L abdominal insufflator, Catalog Number 72-00258-0 / GS2000 - Product Usage: The device will maintain an expanded cavity (pneumoperitoneum) to allow the insertion of a variety of surgical instruments through the abdominal wall for visual examination of the interior or for surgery (laparoscopic surgery).",Blood Pumps,0.6918613314628601
"Steris CO2MPACT Endoscopic Insufflator system, Catalog Number 72-00310-0 / 710300 - Product Usage: designed to use CO2 as a distention media in the gastrointestinal tract when used in conjunction with a gastrointestinal endoscope.",Blood Pumps,0.731641411781311
ENROUTE Transcarotid Stent System REF SR-XXYY-CS,Other,0.5183252692222595
"Tube Tracheostomy and Tube Cuff, Bivona¿ Cuffless Neonatal/Pediatric FlexTend"" Tracheostomy Tube (model 60PFS45, lots 3991171, 3991172, and 3988103) V Neck Flange 4.5mm - Product Usage: intended to provide direct airway access for a tracheotomized patient for up to 29 days. It may be reprocessed for single-patient use up to 5 times.",Trachea Devices,1.0
"ARTIS Icono biplane Model:11327600
ARTIS Icono floor system Model: 11327700 
with software version VE20B - Product Usage: Intended for single and biplane diagnostic imaging and interventional procedures.",Imaging/Radiology Systems,1.0
"Ref: NT821731C, Natus EDS 3 CSF External Drainage System - Product Usage:  indicated for draining cerebrospinal fluid (CFS) from the cerebral ventricles or the lumbar subarachnoid space as a means of reducing intracranial pressure and CSF volume when the insertion of a permanent, internal shunt is not indicated.",Catheters,1.0
"Covidien Parietex hydrophilic anatomical mesh 15 cm x 10 cm polyester left - Product Usage: designed for the repair of inguinal hernias via laparoscopic or posterior open procedures Item Code: TECT1510AL

",COVID-19 Testing Kits,1.0
"Slush + Warmer Disc Drape; Model ORS-320 Slush + Warmer Disc Drapes - Product Usage: single-use equipment cover intended for use during various surgeries where warm irrigation, slush and/or cold solution is required.",Ventilation and Respiratory Devices,0.63094562292099
"PHILIPS BATTERY, V60 14.4V, 11.0 Ah, 163 Wh, REF 1076374(1058272), LOT M94663-P1 - Product Usage: The ventilator is intended to be used only with various combinations of Respironics-recommended patient circuits, interfaces (masks), humidifiers, and other accessories.",Ventilation and Respiratory Devices,1.0
"CV Basin Set Pack, REF numbers:
a) 89-7935.11 
b) 89-7935.12
c) 89-7935.13
d) 89-7935.14
e) 89-7935.15
f) 89-7935.16  

Custom surgical procedure packs including sternum saw blades.",Other,0.5969702005386353
"Open Heart Pack, REF numbers:
a) 89-7483.07 
b) 89-7483.08 
c) 89-7483.09
d) 89-7483.10  

Custom surgical procedure packs including sternum saw blades.
",Cardiac Assist Devices,1.0
"Heart Pack, REF numbers:
a) 89-9194.07
b) 89-9194.09
c) 89-9194-10
d) 89-9194-11  

Custom surgical procedure packs including sternum saw blades.",Cardiac Assist Devices,1.0
"VITROS Chemistry Products VersaTips - Product Usage: used to dispense samples to MicroSlide assays and sample and reagent fluid for MicroWell assays. In addition, VersaTips are used to dispense R1 Reagent Fluid into cuvettes in combination with sample fluid for Micro Tips Assays.",Blood Pumps,0.677271842956543
"S-O303000 CONTROL, STAT-SITE B-HB, 2X3ML,1LOW,1HIGH - Product Usage: intended for the quantitative determination of the ketone body ¿-Hydroxybutyrate in serum or plasma. For laboratory use only.",Blood Pumps,0.6816736459732056
"Valkyrie LTOWB Collection (P/N 80-820, NSN 6515016862423).  Blood collection convenience kit.

 The Valkyrie LTOWB Collection Set includes the items needed to allow for pre-screening to identify Low Titer Type O Donors as well as collect the blood from the donor.",Blood Pumps,0.7077139019966125
"Valkyrie LTOWB Administration (P/N 80-821 NSN 6515016862401).  Blood convenience kit.

 The Valkyrie LTOWB Administration Set contains the items needed to administer the blood to the patient.",Blood Pumps,0.7134455442428589
"Low Titer Type O FWB Transfusion Set (P/N 80-875 NSN 651501684994).  Blood convenience kit.

The Transfusion Set includes the items necessary to administer the collected blood to a patient.",Blood Pumps,0.7841841578483582
"Fresh Whole Blood Transfusion Set (P/N 80-801 NSN 6515016574750) .  Blood convenience kit.

The Fresh Whole Blood Transfusion Set contains everything needed to test for ABO/Rh compatibility and perform a fresh whole blood transfusion in a compact sealed package.",Blood Pumps,0.7960677742958069
"Fresh Whole Blood Donor Set (P/N 80-801-D NSN 6515016640306) .  Blood convenience kit.

 The Fresh Whole Blood Doner Set contains everything needed to test for ABO/Rh compatibility and collect the whole blood from donor.",Blood Pumps,0.7684615254402161
"SenTec Digital Monitor, Model SDM, is a portable stand-alone patient monitor indicated for continuous, noninvasive patient monitoring of carbon dioxide partial pressure (PCo2), oxygen partial pressure (POs), functional oxygen saturation (PsO2), and pulse rate (PR), using either a single digital sensor (V-Sign Sensor 2 or OxiVenT sensor).",Ventilation and Respiratory Devices,1.0
IOLMaster 700,Other,0.4261646568775177
Central Screw 6.5x25mm - Product Usage: used as a sterile screw that is intended for implantable shoulder prosthesis assembly and/or fixation.,Anesthesia Equipment,0.6665343046188354
"System, X-Ray, Tomography, Computed: Revolution Apex, Revolution CT with Apex Edition",Other,0.5511612892150879
"System, X-Ray, Tomography, Computed: Revolution CT, Revolution CT ES.",Other,0.5328968167304993
"LumiraDx SARS-CoV-2 Ag Test Strip Kit US EUA (48 Tests / EN).  LumiraDx Severe Acute Respiratory Syndrome (SARS) CoV-2 Antigen (Ag) Test Strips, Catalog #:L016000109048.  

Part of the LumiraDx Platform, a point of care system for professional use for in vitro diagnostic tests. It comprises a portable LumiraDx Instrument and a LumiraDx Test Strip for the required test.",Ventilation and Respiratory Devices,1.0
"AntIbody to SARS-CoV-2 - Product Usage: (Colloidal Gold) for IgG/IgM Diagnostic Kit, RAPID TEST DEVICE, Whole Blood/Serum/Plasma, SKY Medical Supplies and Equipments, LLC.",Blood Pumps,0.6688690185546875
"Gambro Cartridge Blood Set Prime Line, product code 101025 - Product Usage: intended for single use in a hemodialysis treatment using the Phoenix Dialysis Delivery Systems.",Blood Pumps,0.7551226615905762
"Gambro Cartridge Single Needle Conversion Kit, product code 101290 - Product Usage: intended for single use in a hemodialysis treatment using the Phoenix Dialysis Delivery Systems.",Ventilation and Respiratory Devices,0.6738660931587219
"Gambro Cartridge Blood Transport System for Hemodialysis Blood Set, product code 106289 - Product Usage: intended for single use in a hemodialysis treatment using the Phoenix Dialysis Delivery Systems.",Blood Pumps,0.7440844178199768
"Gambro Cartridge Blood Transport System for Hemodialysis Blood Set, product code 109536 - Product Usage: intended for single use in a hemodialysis treatment using the Phoenix Dialysis Delivery Systems.",Blood Pumps,0.7440844178199768
"Gambro Cartridge Low Volume Blood Transport System for Hemodialysis Blood Set, product code 114434 - Product Usage: intended for single use in a hemodialysis treatment using the Phoenix Dialysis Delivery Systems.",Blood Pumps,0.7600502371788025
"Gambro Cartridge Low Weight-Low Volume Blood Transport System for Hemodialysis Blood Set, product code 114435 - Product Usage: intended for single use in a hemodialysis treatment using the Phoenix Dialysis Delivery Systems.",Blood Pumps,0.773507297039032
13C-Spirulina Gastric Emptying Breath Test (GEBT) - Product Usage: intended for use in the measurement of the rate of gastric emptying of solids and as an aid in the diagnosis of delayed gastric emptying (gastroparesis) in adult humans who are symptomatic for gastroparesis.,Blood Pumps,0.7808597683906555
"Healgen COVID-19 IgG/IgM Rapid Test Cassette (Whole Blood/Serum/Plasma) REF GCC)V-402a - Product Usage: is a lateral flow immunoassay intended for the qualitative detection and differentiation of IgM and IgG antibodies to SARS-CoV- 2 in human venous whole blood, plasma from anticoagulated blood or serum.",COVID-19 Testing Kits,1.0
"Orient Gene COVID- 19 IgG/ IgM Rapid Test Cassette (Whole
Blood/Serum/Plasma) REF GCCOV-402a - Product Usage: is a lateral flow immunoassay intended for the qualitative detection and differentiation of IgM and IgG antibodies to SARS-CoV- 2 in human venous whole blood, plasma from anticoagulated blood or serum.",COVID-19 Testing Kits,1.0
"Getinge CM320 Series Washer Disinfector - Product Usage: A multi chamber washer disinfector intended for washing, disinfecting and drying of surgical instruments, containers, operating theatre shoes and operating theatre accessories normally used in hospitals and central disinfection facilities. The disinfected items must be further processed through terminal sterilization before use in any surgical procedure.",Ventilation and Respiratory Devices,0.6479666233062744
"Medtronic Delta  CSF (Cerebro Spinal Fluid) -Flow Control Valves for the following CFNs/REF numbers:

24048 - VALVE 24048 DELTA RGL PL 0.5,
24053 - CHAMBER 24053 DELTA,
24147 - VALVE 24147 DELTA SML PL0.5,
25121-1 - ASSY 25121-1 DELTA SML SNAP PERIT 120,
25121-5 - ASSY 25121-5 DELTA SML SNAP P-CATH 120,
25131-1 - DELTA 25131-1 INTL ONLY SHUNT SM 1.0,
25131-2 - SHUNT 25131-2 INTL ONLY DELTA SM 2.0,
25131-5 - SHUNT 25131-5 INTL ONLY DELTA SM 1.5,
25132-2 - SHUNT 25132-2 INTL ONLY DELTA REG.2.0,
25132-5 - SHUNT 25132-5 INTL ONLY DELTA REG 1.5,
27219-1 - VALVE 27219-1 NEONATE DELTA,
27219-2 - VALVE 27219-2 NEONATE DELTA,
27219-5 - VALVE 27219-5 DELTA NEONATE 1.5 IMP,
27554-1 - VALVE 27554-1 DELTA SM EXTRACTED PL 1.0,
27554-2 - VALVE 27554-2 DELTA SM EXTRACTED PL 2.0,
27554-5 - VALVE 27554-5 DELTA SM EXTRACTED PL 1.5,
42812 - VALVE 42812 DELTA SMALL LEVEL I,
42813 - VALVE 42813 DELTA SMALL LEVEL 1.5,
42814 - VALVE 42814 DELTA SMALL LEVEL II,
42822 - VALVE 42822 DELTA REG PRESS LEVEL I IMP,
42823 -  VALVE 92823 BIOGLIDE DELTA REG. 1.5,
42824 - VALVE 42824 DELTA REG PRESS LEVEL II IMP,
46812 - ASSY 46812 DELTA SHUNT SMALL PL 1,
46813 - ASSY 46813 DELTA SHUNT SM LEV 1.5,
46822 - ASSY 46822 DELTA SHUNT REG P/L 1,
46823 - ASSY 46823 DELTA SHUNT REG LEV 1.5,
46824 - ASSY 46824 DELTA SHUNT REG P/L 2,
46832 - SHUNT 46832 NEONATAL DELTA SNAP L 1,
46833 - SHUNT 46833 NEONATAL DELTA SNAP 1.5,
46834 - SHUNT 46834 NEONATAL DELTA SNAP L 2,
92822 - VALVE 92822 BIOGLIDE DELTA REG. 1.0,
92823 - VALVE 92823 BIOGLIDE DELTA REG. 1.5,
",Other,0.5535678267478943
"Medtronic   Cerebro Spinal Fluid Flow Control Valves and Shunts.  STRATA II Valves and Shunts for the following CFNs:

27739 - SHUNT 27739 STRATA NSC SNAP SML 120CM,
27740 - SHUNT 27740 STRATA NSC SNAP REG 120CM,
27812 - VALVE 27812 STRATA II SM EXTRACTED,
27814 - SHUNT 27814 STRATA II ASSY SML,
27815 - SHUNT 27815 STRATA II ASSY REG,
27816 - SHUNT 27816 SNAP STRATA II SMALL,
27817 - SHUNT 27817 SNAP STRATA II REG,
27818 - SHUNT 27818 STRATA II SML BIO,
27819 - SHUNT 27819 STRATA II REG BIO,
27823 - SHUNT 27823 STRATA II ASSY SNP REG BIO,
27827 - VALVE 27827 STRATA II REG EXTRACTED,
27888 - SHNT 27888 STRATA II SNAP ASSY REG PCATH,
42335 - VALVE 42335 STRATA NSC BURR HOLE,
42355 - VALVE 42355 FP STRATA NSC SMALL,
42365 - VALVE 42365 FP STRATA NSC REGULAR,
42836 - VALVE 42836 STRATA II BURR HOLE,
42856 - VALVE 42856 FP-STRATA 2 SMALL,
42866 - ASSY 46866 FP-STRATA 2 SHUNT REG,
44420 - SHUNT 44420 STRATA KIT NSC LP,
44421 - KIT 44421 STRATA NSC LP OPEN LUMBAR,
44430 - SHUNT 44430 STRATA KIT NSC LP ASSY,
44465 - VALVE 44465 STRATA NSC LP,
46636 - SHUNT 46636 STRATA NSC BURR,
46655 - ASSY 46655 FP SHUNT STRATA NSC SMALL,
46665 - ASSY 46665 FP SHUNT STRATA NSC REG,
46837 - SHUNT 46837 STRATA II BURR HOLE,
46856 - ASSY 46856 FP-STRATA 2 SHUNT SML,
46866 - ASSY 46866 FP-STRATA 2 SHUNT REG,
92355 - VALVE 92355 STRATA NSC SML BIOGLIDE,
92856 - VALVE 92856 FP STRATA 2 SML BG,
92866 - VALVE 92866 FP STRATA 2 REG BG,

",Other,0.5849016904830933
"Medtronic PS Medical  Cerebro Spinal Fluid (CSF)-Flow Control Valves  for the following CFNs:

22011 L- SHUNT 22011 L INTL ONLY ULTRA SM LOW
22011 LL - SHUNT 22011 LL INTL ONLY ULTRA SM L-L
22011 M - SHUNT 22011 M INTL ONLY ULTRA SM MED
22017 B-L - SHUNT 22017 B-L ASSY US PER 90CM SM LOW
22017 B-M - SHUNT 22017 B-M ASSY US PER 90CM SM MED
22017B-LL - SHUNT 22017B-LL ASSY US PER 90CM SM LL
23093 - VALVE 23093 CONT. REG. LOW-LOW
27102 - VALVE 27102 CONTOURED SML LOW LOW
27553 M - VALVE 27553 M CSF-FLOW CNTRL SM EXTR MP
27643M - SHUNT 27643M ASSY SM PCATH130CM MED
27683M - SHUNT 27683M RG SNP PCATH90 PLI STD OE
42312 - VALVE 42312 SM CONTOURED LOW PRES IMP
42314- VALVE 42314 SM CONTOURED MED PRESS IMP
42316 - VALVE 42316 SM CONTOURED HIGH PRESS
42322 - VALVE 42322 CONTOURED REG LOW PRESS IMP
42324 - VALVE 42324 CONTOURED REG MED PRESS IMP
42326 - VALVE 42326 CONT HIGH PRESS IMP
42410 - VALVE 42410 ULTRA SMALL LOW-LOW
42414 - VALVE 42414 ULTRA SMALL MEDIUM PRESS IMP
42532 - VALVE 42532 BURR HOLE 12MM LOW PRESS IMP
42534 - VALVE 42534 BURR HOLE 12MM MED PRESS IMP
42536 - VALVE 42536 BURR HOLE 12MM HI PRESS IMP
42542 - VALVE 42542 BURR HOLE 16 MM LOW IMP
42544 - VALVE 42544 BURR HOLE 16MM MED PRESS IMP
42546 - VALVE 42546 BURR HOLE 16MM HI PRESS IMP
46564 - SHUNT 46564 CSF SNAP ASSY US MEDIUM
46622 - SHUNT 46622 CSF ASSY SMALL LOW CONT C/P
46624 - SHUNT 46624 CSF ASSY SMALL MED CONT C/P
46626 - SHUNT 46626 CSF ASSY SMALL HIGH CONT C/P
46642 - SHUNT 46642 ASSY REG LOW C/P-90CM
46644 - SHUNT 46644 ASSY REG MED C/P-90CM
46646 - SHUNT 46646 ASSY REG HIGH C/P-90CM
9003 A - KIT 9003 A INTL ONLY SHUNT CONT SM LO
9003 B - KIT 9003 B INTL ONLY SHUNT CONT SM ME
9003 C - KIT 9003 C INTL ONLY SHUNT CONT SM HI
9003 D - KIT 9003 D SHUNT INTL ONLY CONT REG L
9003 E - KIT 9003 E SHUNT INTL ONLY CONT REG M
9003 F - KIT 9003 F SHUNT INTL ONLY CONT REG H
9040 A - KIT 9040 A SHUNT INTL ONLY BH 12MM LOW
9040 B - KIT 9040 B SHUNT INTL ONLY BH 12MM MED
9040 C - KIT 9040 C SHUNT INTL ONLY BH 12MM HIGH
9040 D - KIT 9040 DSHUNT INTL ONLY BH 16MM LOW
9040 E - KIT 9040 E SHUNT INTL ONLY BH 16MM MED
9040 F - KIT 9040 A SHUNT INTL ONLY BH 12MM LOW
92322 - VALVE 92322 CSF CONT REG LOW BIO
92324 - VALVE 92324 CSF CONT REG MED BIO
",Anesthesia Equipment,0.6260784864425659
"BD Hypodermic Syringe 10 ml, eccentric tip.  Catalog (Ref No.) 305482",Syringe Equipment,1.0
"Cascade Abrazo aPTT Test Card - Product Usage: are to be used with the Cascade Abrazo analyzer and are intended for the determination of the activated Partial Thromboplastin Time (aPTT) of citrated whole blood or plasma, Model 5722, For Export Only.",Blood Pumps,0.7026454210281372
EliA dsDNA Well - Product Usage: intended for the In-Vitro quantitative measurement of IgG antibodies directed to dsDNA in human serum and plasma as an aid in the clinical diagnosis of systemic lupus erythematosus (SLE). Material Number: 14-5500-01	,Blood Pumps,0.7537863254547119
"Infinity Acute Care System (IACS) Monitoring Solution:
The IACS is intended for multi-parameter, physiologic patient monitoring of adult, pediatric and neonatal patients in environments where patient care is provided by trained healthcare professionals.",Monitoring Devices,1.0
"Bemer-Set/ Pro-Set  for the following models:  REF. 410201 (BEMER Pro-Set), REF. 420201 (B.BOX Professional), REF. 420100 (B.BOX CLASSIC), REF. 410100 (BEMER Classic-Set), REF. 420200 (B.BOX Professional), and REF. 410200  (BEMER Pro - Set)",Anesthesia Equipment,0.7156665325164795
"Arrow AGB+ Multi-Lumen CVC Kit 7Fr 3 Lumen- Intended for venous access to the central circulation by the way of the
femoral, jugular, or subclavian veins.
Product Code: CDC-45703-1A",Blood Pumps,0.7125523686408997
"Arjo Flat Dynamic Positioning System (DPS) - Product Usage: used in conjunction with passive clip slings is designed for resident transfer in a homecare setting, at nursing homes and other assisted living centers. Please note that the DPS can be utilized only if affixed to ceiling lift or passive floor lift.",Blood Pumps,0.6535893678665161
"GE Healthcare Precision 600FP, Classical R&F (radiographic and fluoroscopic)  System - Product Usage:  Intended for use by a qualified/trained doctor or technologist on both adult and pediatric subjects taking diagnostic radiographic and fluoroscopic exposures of the whole body, skull, spinal column, chest, abdomen, extremities and other body parts.",Blood Pumps,0.7149401307106018
"Universal Femoral Sleeves - Product Usage: used primarily in revision surgeries with the S-ROM Noiles, LPS, SIGMA, and LCS Knee products.",Blood Pumps,0.6508874893188477
"Baxter ONE-LINK Non-DEHP Y-Type Microbore Catheter Extension Set, Bonded Needle-free IV Connector, Neutral Fluid Displacement, 5.7 "" (14 cm), REF 7N8370K - Product Usage: intended for single patient use with a vascular access device for the administration of drugs and solutions without needles, thus eliminating the potential for needle-stick injuries during use.",Catheters,1.0
"Aquarius LPH 511-A CRLF2 Distal Probe Green, model no. LPH 511-A

The CRLF2 Distal probe, labelled in green, consists of two probes (71kb and 131kb) that are situated distal (telomeric)
to the CRLF2 gene",Blood Pumps,0.695192277431488
"9180 Electrolyte Analyzer - Product Usage: intended to be used for the measurement of sodium, potassium, chloride, ionized calcium and lithium in the whole blood, serum or plasma, urine, dialysate solutions, or QC materials. 
catalog number 03157334001 .  in vitro diagnostic use.",Blood Pumps,0.7755637764930725
EMBLEM S-ICD Model A209,Other,0.5494871139526367
EMBLEM MRI S-ICD Model A219,Other,0.5273726582527161
"Gown Isolation W/Ties Univ Ylw, SKU 1100PG, V1100PG, 2100PG, V2100PG, 2150PG, V2100PG

Cardinal Health Isolation Gown, Lab Coat, and Kendall"" Gowns are intended to provide minimal barrier protection to protect health care patients and health care personnel from the transfer of microorganisms, body fluids and particulate material where minimal fluid settings are expected.",Blood Pumps,0.6992404460906982
"Gown Isolation W/Ties Xl Ylw, SKU 1101PG

Cardinal Health Isolation Gown, Lab Coat, and Kendall"" Gowns are intended to provide minimal barrier protection to protect health care patients and health care personnel from the transfer of microorganisms, body fluids and particulate material where minimal fluid settings are expected.",Blood Pumps,0.7204205393791199
"Gown Isolation W/Ties Univ Blu, SKU 1200PG, 2200PG, 552200PG

Cardinal Health Isolation Gown, Lab Coat, and Kendall"" Gowns are intended to provide minimal barrier protection to protect health care patients and health care personnel from the transfer of microorganisms, body fluids and particulate material where minimal fluid settings are expected.",Blood Pumps,0.7049189209938049
"Gown Isolation W/Ties Xl Blue, SKU 2201PG

Cardinal Health Isolation Gown, Lab Coat, and Kendall"" Gowns are intended to provide minimal barrier protection to protect health care patients and health care personnel from the transfer of microorganisms, body fluids and particulate material where minimal fluid settings are expected.",Blood Pumps,0.7207114696502686
"Lab Coats SMS Large Blue, SKU 2202LC

Cardinal Health Isolation Gown, Lab Coat, and Kendall"" Gowns are intended to provide minimal barrier protection to protect health care patients and health care personnel from the transfer of microorganisms, body fluids and particulate material where minimal fluid settings are expected.",Blood Pumps,0.7153126001358032
"Lab Coats SMS X-Large Blue, SKU 2203LC

Cardinal Health Isolation Gown, Lab Coat, and Kendall"" Gowns are intended to provide minimal barrier protection to protect health care patients and health care personnel from the transfer of microorganisms, body fluids and particulate material where minimal fluid settings are expected.",Blood Pumps,0.7151161432266235
"Lab Coats SMS 2X-Large Blue, SKU 2204LC

Cardinal Health Isolation Gown, Lab Coat, and Kendall"" Gowns are intended to provide minimal barrier protection to protect health care patients and health care personnel from the transfer of microorganisms, body fluids and particulate material where minimal fluid settings are expected.",Blood Pumps,0.7148624658584595
